id,customer_created_at,customer_country,customer_state,year_of_birth
fe36c92d-10bc-4416-9377-b8a068e5ea9e,2021-05-03 14:59:10+00:00,USA,TX,1991.0
0041ed48-96f4-4e5d-9cb8-211bc53a8647,2021-04-28 01:09:50+00:00,USA,CA,1986.0
e8350bc0-6721-4e3f-a713-ceaba447d418,2021-05-03 17:46:50+00:00,USA,PR,2001.0
1c0006fe-f6c6-468f-beab-6124c0aed5b3,2021-05-02 01:44:35+00:00,USA,CA,1995.0
8afe4626-ac6a-45d7-8ed6-aed2c0d775ec,2021-05-03 18:59:21+00:00,USA,CA,1968.0
053f4ac1-9ac2-42e4-b1e4-2385575db5e9,2021-04-24 20:24:44+00:00,USA,AL,1975.0
d09393aa-eb72-4442-af57-e95da08e3ed0,2021-04-22 13:49:57+00:00,USA,OR,2001.0
8ea3c4d8-be61-411d-8dca-e895b3b1bfbc,2021-04-23 18:54:12+00:00,USA,NC,1976.0
8d2fcf9d-c532-48a6-a690-b67abead74f1,2021-05-02 15:01:14+00:00,USA,PA,1997.0
c7e48ee1-7306-4d18-914e-4b628ac3e70d,2021-05-03 00:12:58+00:00,USA,CA,1987.0
bf37a098-dccd-4559-9a88-38cd96c8f653,2021-05-03 19:39:11+00:00,USA,NJ,1998.0
3b46b271-d98f-46f3-aff0-672ea235f5b0,2021-05-03 16:12:57+00:00,USA,AZ,1990.0
981572e5-75e5-44c1-a10f-0bdaef47e0db,2021-05-03 14:16:34+00:00,USA,TN,1994.0
458b9c13-f7e0-41ae-8b9a-6c6042c82f71,2021-05-03 00:10:05+00:00,USA,AZ,1984.0
4b65fcd3-2cc3-4c30-abda-3ca88661a680,2021-05-02 18:37:44+00:00,USA,FL,1997.0
98f2619f-79b8-4250-9e33-82e098199f84,2021-05-02 21:42:11+00:00,USA,IL,1972.0
91459090-40c3-4f2a-ba41-307a4a5e8b63,2021-05-03 17:11:53+00:00,USA,FL,1989.0
a1aa4472-985b-4d87-b282-e6adf74d97ee,2021-04-24 17:47:49+00:00,USA,NV,1970.0
2a052338-fa21-49af-b912-b2170887fd9e,2021-04-21 04:20:58+00:00,USA,GA,1994.0
d13ecf91-2ae7-4642-b76a-1c47371a1b8e,2021-05-03 15:30:28+00:00,USA,MN,1984.0
5aba70cc-5b23-4538-a7fe-002c2cfc3089,2021-05-03 13:33:29+00:00,USA,TX,1989.0
7da7931d-4535-4a5b-bfdd-525b9f6e253b,2021-05-01 09:25:07+00:00,USA,TX,2003.0
0428819e-3258-49f3-9ef9-fa92b6b57e9d,2021-05-01 22:05:50+00:00,USA,NJ,1979.0
dfd72e0d-6acd-4ccb-ad87-ef5c1544d4ca,2021-05-03 12:07:27+00:00,USA,GA,1999.0
15be5732-afe3-4929-b952-0bec69ee3c25,2021-05-03 00:50:45+00:00,USA,CA,1975.0
f9f3a679-88a5-4c4e-8b83-78b816ee4370,2021-05-03 14:01:17+00:00,USA,CT,1994.0
a734a3aa-3b92-4256-919a-e6a36bf23a07,2021-05-02 07:06:53+00:00,USA,MD,1995.0
3c96415e-6625-458f-92d0-d3c35d0e9217,2021-04-27 04:40:48+00:00,USA,CA,1983.0
5a1dbdb8-d1d8-49d1-92ef-3aabd7e59844,2021-04-21 14:09:10+00:00,USA,TX,1998.0
d5f59d7d-88f2-4696-9c0c-b0f9c58bac19,2021-04-26 22:24:41+00:00,USA,TX,1991.0
cd460e7c-ba29-42ca-ba99-15b42ad845e2,2021-05-03 14:35:00+00:00,USA,PA,1991.0
45a0acb6-281a-4f3c-8ce6-42e69b8db532,2021-05-03 10:11:26+00:00,USA,FL,1981.0
82e0bdd6-6640-4bce-b925-99bfa3daa303,2021-04-29 22:23:12+00:00,USA,MD,1992.0
6ddb7559-be49-48ae-bf43-889dee2f795d,2021-05-03 14:44:14+00:00,USA,CA,1997.0
6ecefe50-4e17-4fe4-9a63-aecf5f33da91,2021-05-02 15:52:15+00:00,USA,TX,2003.0
b2ac84ea-b12c-4d08-81c4-726f7b79dd24,2021-04-30 12:32:38+00:00,USA,FL,2002.0
776081ef-2b77-45fe-b1ff-e50584d6ce32,2021-05-03 17:18:11+00:00,USA,GA,1992.0
615a8648-018f-4bfe-bfcd-56ba2206645d,2021-05-02 17:34:34+00:00,USA,LA,1980.0
2b316f82-4d08-4fa8-910c-16f1668c53a4,2021-04-30 04:01:19+00:00,USA,WA,1985.0
e23f0e10-2fdc-43c9-849a-098d02cba3eb,2021-04-26 16:30:58+00:00,USA,MN,1992.0
f4e98df8-34b3-4b40-9e5b-c6190acdac1b,2021-04-23 19:16:31+00:00,USA,TX,1982.0
b67ed972-226b-4247-9c89-df9da2941c67,2021-05-02 22:40:57+00:00,USA,NC,1994.0
80fdf96b-1cc9-4213-bb74-b6f90292077a,2021-05-03 03:16:41+00:00,USA,CA,1995.0
1ae5bbd1-13d7-491b-a847-47313efda2bd,2021-05-03 21:01:50+00:00,USA,OH,2000.0
c9daf286-5a5a-4f97-8746-fde1dedc4349,2021-05-03 19:26:48+00:00,USA,TX,1979.0
fe5b1700-9a30-46a1-adb3-30c331ce9502,2021-05-02 21:23:52+00:00,USA,TX,1991.0
0de01fba-edcf-4ce8-a0a4-879fd5564706,2021-05-03 11:17:36+00:00,USA,KY,1998.0
b5a3c735-eccb-49c9-8177-32e73d614536,2021-04-30 20:33:28+00:00,USA,NJ,1992.0
4afb11bf-8274-49b5-9c54-392bace01b97,2021-05-02 02:39:59+00:00,USA,TX,1985.0
a013ad85-129c-4379-b61a-47732c1a657a,2021-05-03 00:34:43+00:00,USA,CA,2000.0
47e8f998-597c-4fd4-920e-64a9425152b3,2021-04-28 13:00:39+00:00,USA,MA,1997.0
325f0b04-bd07-49d4-9ab2-f861b18faed1,2021-05-02 09:52:20+00:00,USA,NJ,1987.0
e2e6b00d-c9a7-401a-8c57-8672f9db8ce2,2021-04-26 13:14:08+00:00,USA,NH,1972.0
c6892c34-d393-41e1-8823-650f35ab2894,2021-05-03 16:25:26+00:00,USA,OH,1972.0
2b1b3a4e-4f11-4e5a-9138-47cecc874d20,2021-05-03 05:28:54+00:00,USA,CA,1982.0
4caf4ee2-c2bd-42db-bba4-c24f57f0934c,2021-04-30 00:16:32+00:00,USA,FL,1988.0
8a2a3927-7c88-4b2d-81c6-008392af6234,2021-05-03 20:54:42+00:00,USA,IL,1999.0
19c381ec-a0f2-49eb-8c8f-377a6269203e,2021-05-01 01:24:03+00:00,USA,CA,1997.0
a62eae33-3aa9-4176-9ac9-6461e64f1686,2021-05-01 20:35:03+00:00,USA,AL,1992.0
efaab5f7-bcbe-4a32-9123-a94e8277224d,2021-04-27 11:45:16+00:00,USA,TX,1996.0
ce7c15b9-dcf2-4a17-bcd6-cfaf5e822e79,2021-05-03 01:43:51+00:00,USA,CA,1990.0
48bd911d-e26d-4a85-8423-5d4bd13c6168,2021-05-03 14:16:31+00:00,USA,FL,1990.0
8ae69e4b-90ba-4616-99ea-79daf7a49fa6,2021-05-02 21:32:25+00:00,USA,CA,1992.0
a624ee26-d021-42ac-a800-235cc25f1ad9,2021-04-30 00:57:25+00:00,USA,UT,1964.0
1802c909-857a-4d36-8fce-ab40aeb4fb45,2021-05-03 08:25:25+00:00,USA,MA,1997.0
8eeeb125-8b4b-48a0-ba06-38bb3f1cd45c,2021-05-03 17:52:02+00:00,USA,IN,2002.0
cd1993a4-8fb4-4ada-93d0-508c090c8d6b,2021-05-03 15:28:03+00:00,USA,TX,1994.0
82bcb090-9632-4b6f-ac79-e7814ecb8f6e,2021-04-28 23:23:33+00:00,USA,CA,1963.0
ace8dbea-8581-41d1-a7a9-15bb60d051cc,2021-05-02 22:06:05+00:00,USA,OH,1991.0
880367f3-5fe3-425f-8c33-5d41024f589f,2021-05-02 16:15:41+00:00,USA,FL,1971.0
6608d60c-72f5-4eab-8ec1-0f0ff5c202c1,2021-05-01 19:42:12+00:00,USA,WA,1995.0
0503e21f-20b0-4b18-9483-e6e553bf1c90,2021-05-03 06:10:02+00:00,USA,CA,1977.0
cb4b3d04-78f4-4d56-9bbb-18ba94ae6eb4,2021-04-21 21:22:50+00:00,USA,CA,1996.0
70bbe349-0e8c-4d7f-8a3f-a20dcdb2153b,2021-05-03 16:02:31+00:00,USA,TX,1969.0
05a7867d-d19b-4a78-b23d-d67b196c0183,2021-05-02 12:09:06+00:00,USA,TN,1985.0
a2bf0a0c-9b01-4e05-b4ae-60e76f188ab7,2021-05-02 17:58:30+00:00,USA,IL,1989.0
7e751664-85ea-429d-848f-19c747eca29f,2021-05-03 18:19:08+00:00,USA,NJ,1995.0
14c7b5eb-38a6-434e-9751-d16da3e0230e,2021-05-03 03:24:24+00:00,USA,CA,1986.0
16e43be9-e350-4ed2-b21e-deda43eb6d31,2021-05-02 13:30:06+00:00,USA,CA,1995.0
b3e543b4-3a5b-4068-b053-a0146d202e17,2021-04-24 14:13:24+00:00,USA,MA,2002.0
93583d89-9d3d-4950-91c7-3d4a8f0ebbd8,2021-05-01 18:02:45+00:00,USA,FL,1998.0
8ecdd601-04d1-47a3-a6ff-ef5187315432,2021-04-21 14:50:40+00:00,USA,NC,1986.0
35413c31-1416-4b8e-a7dc-be4503af4171,2021-04-23 13:00:16+00:00,USA,TX,1988.0
f0553c0d-f792-4fce-9e07-86f1dc0f501d,2021-04-20 23:40:37+00:00,USA,LA,1999.0
81dc8ecf-5fe1-4c9d-a09c-a8f3d65e2b93,2021-05-03 14:10:02+00:00,USA,PR,1979.0
c9ce2abd-2ede-45e8-9cd2-8662f84e3a0e,2021-05-03 08:14:08+00:00,USA,CA,1963.0
89c0f947-dcd7-4425-ba3f-16b9b4f0d39a,2021-05-03 05:05:52+00:00,USA,CA,1993.0
b0a74c40-6cf9-4891-a066-79505f0ea2aa,2021-05-01 18:29:26+00:00,USA,CA,1997.0
e213ea83-bd10-47cd-a4eb-5f31581081c1,2021-05-01 17:31:07+00:00,USA,FL,1994.0
a31d163b-c59d-4881-bbbc-8c396b33da02,2021-05-03 17:02:41+00:00,USA,IL,1998.0
48b834cf-3bdb-45b7-bfa8-41132c186582,2021-04-29 07:05:43+00:00,USA,ID,1987.0
5fc460f2-2af5-44c3-8b14-8b985a961693,2021-05-03 14:45:50+00:00,USA,TX,1986.0
d4012b18-efa6-46e0-a3e4-0f658d04923a,2021-05-03 21:14:53+00:00,USA,CA,1975.0
6bb3a51d-3c60-403b-bd31-da2a43f82470,2021-04-30 20:19:25+00:00,USA,NC,1986.0
e93cb33f-bd5f-42ea-bed0-d305e49b32cf,2021-05-02 22:32:09+00:00,USA,TX,1988.0
46d39efb-a3ce-4be6-bb23-075f0fb1801b,2021-05-02 23:36:19+00:00,USA,MS,1961.0
b92a25ef-7939-4226-b576-07599ade3180,2021-04-21 19:34:21+00:00,USA,OH,1999.0
2359e8a7-4c0b-42bc-9444-842636e0a338,2021-04-25 20:58:43+00:00,USA,AZ,1997.0
26233f45-b521-48d3-b747-f77bae5bf019,2021-05-02 12:32:16+00:00,USA,CA,1994.0
963c0721-ec27-4f8c-ad97-41a4a7d72efe,2021-04-25 03:22:36+00:00,USA,IA,2001.0
6fbcfbb6-d327-4e75-bdfa-b5f5fbd9a6d4,2021-05-03 13:20:52+00:00,USA,OH,1985.0
caab1992-c6b7-425f-a8e7-beca6e6a196a,2021-04-30 04:29:41+00:00,USA,TX,1993.0
10d6b3bf-c52a-49e7-ac77-fe32259eccd9,2021-04-27 17:31:53+00:00,USA,FL,1997.0
aaf94f76-7a02-4145-b1e8-857affa8701f,2021-05-03 00:54:40+00:00,USA,WI,1970.0
2669aaf2-8886-4444-ac3a-5fd8df28ca90,2021-05-02 21:28:43+00:00,USA,CA,1993.0
2bcd764b-fca3-43a0-bbad-f65d3c1a64f2,2021-04-30 14:40:44+00:00,USA,TX,1975.0
410e270b-cff4-4e4f-9ad9-6e26b2859e4e,2021-04-29 21:26:54+00:00,USA,GA,1994.0
0fec9954-e1fc-4a46-a980-2b282c71242c,2021-05-03 18:10:53+00:00,USA,CO,1967.0
df6f05ae-11bf-4582-a8b9-524bdec0dce8,2021-05-03 20:22:50+00:00,USA,MI,1997.0
00aa9fb8-082f-4af3-9468-5406d25310e3,2021-05-03 12:31:07+00:00,USA,SD,1981.0
90124e30-3acc-45b3-a70e-c082f7bbb243,2021-04-26 02:35:35+00:00,USA,NJ,1986.0
3db411d5-4fd0-44ac-9e08-761d95c6ce24,2021-05-01 20:38:29+00:00,USA,NJ,1990.0
f9f4e5e2-7828-4e4e-92f7-4f5e59b55e0d,2021-05-03 01:46:14+00:00,USA,FL,1997.0
1f289aae-0218-4295-9c5c-2b9cce38371d,2021-04-26 15:11:56+00:00,USA,UT,2001.0
2c1bf2de-3ab4-4793-bf73-7a192c1e124f,2021-04-29 19:20:13+00:00,USA,FL,1993.0
e7c53729-b7d8-4367-8fdc-a9e58ed4fe56,2021-04-26 01:18:03+00:00,USA,PA,2000.0
bc0b2d7e-6038-4115-b8aa-3f134ae1f490,2021-05-01 04:02:51+00:00,USA,WA,1991.0
a0e937e7-5108-4cf4-bb9f-d9bf72529c7c,2021-05-02 23:01:49+00:00,USA,KS,1978.0
b930e8e1-86fb-4e20-aaf3-ea8e7a44bcf1,2021-04-26 12:59:14+00:00,USA,FL,1993.0
dd28b856-f52b-47bd-9686-bb8a8748429a,2021-05-03 01:30:14+00:00,USA,LA,1997.0
